Test No	Input (n)	Combinations (2^n)	Execution Time (ns)
-------------------------------------------------------------
1		5		32			27000000.000000
2		6		64			53000000.000000
3		9		512			347000000.000000
4		5		32			24000000.000000
5		8		256			179000000.000000
6		1		2			0.000000
7		2		4			12000000.000000
8		2		4			0.000000
9		8		256			157000000.000000
10		5		32			25000000.000000
